0,0.72923,0.99068
0,0.72878,0.98813
0,0.72834,0.98558
0,0.72789,0.98304
0,0.72744,0.98049
0,0.72699,0.97795
0,0.72654,0.9754
0,0.72609,0.97286
0,0.72565,0.97032
0,0.7252,0.96778
0,0.72475,0.96523
0,0.72429,0.9627
0,0.72384,0.96016
0,0.72339,0.95762
0,0.72294,0.95508
0,0.72249,0.95254
0,0.72204,0.95001
0.049824,0.72159,0.94747
0.085906,0.72114,0.94494
0.1123,0.72069,0.9424
0.13375,0.72024,0.93987
0.15219,0.7198,0.93734
0.16859,0.71934,0.9348
0.18339,0.71889,0.93227
0.19702,0.71844,0.92974
0.20963,0.71799,0.92721
0.22144,0.71754,0.92468
0.23256,0.71709,0.92215
0.24307,0.71664,0.91962
0.2531,0.71619,0.9171
0.26266,0.71574,0.91457
0.27179,0.71528,0.91204
0.28058,0.71483,0.90951
0.28906,0.71437,0.90699
0.29723,0.71392,0.90446
0.30511,0.71347,0.90194
0.31274,0.71302,0.89942
0.32017,0.71256,0.8969
0.32735,0.71211,0.89438
0.33437,0.71166,0.89185
0.34117,0.71121,0.88933
0.34781,0.71076,0.88681
0.35428,0.7103,0.88429
0.3606,0.70985,0.88177
0.36679,0.7094,0.87925
0.37282,0.70894,0.87673
0.37874,0.70849,0.87422
0.38453,0.70803,0.87171
0.39021,0.70757,0.86919
0.39578,0.70712,0.86667
0.40124,0.70667,0.86416
0.4066,0.70621,0.86165
0.41186,0.70576,0.85913
0.41704,0.7053,0.85662
0.42211,0.70485,0.85411
0.42712,0.70439,0.8516
0.43204,0.70394,0.84909
0.43687,0.70348,0.84657
0.44164,0.70303,0.84407
0.44632,0.70257,0.84156
0.45095,0.70211,0.83905
0.4555,0.70165,0.83654
0.45999,0.7012,0.83404
0.46443,0.70074,0.83153
0.46879,0.70028,0.82903
0.47308,0.69982,0.82652
0.47734,0.69937,0.82401
0.48153,0.69891,0.82151
0.48567,0.69845,0.819
0.48976,0.69799,0.8165
0.4938,0.69754,0.81399
0.4978,0.69708,0.8115
0.50174,0.69662,0.809
0.50562,0.69617,0.80649
0.50948,0.69571,0.80399
0.51329,0.69524,0.80149
0.51706,0.69478,0.79899
0.52077,0.69432,0.79649
0.52446,0.69386,0.794
0.5281,0.69341,0.79149
0.5317,0.69295,0.789
0.53527,0.69249,0.7865
0.5388,0.69203,0.78401
0.54229,0.69156,0.78151
0.54575,0.6911,0.77901
0.54918,0.69064,0.77652
0.55256,0.69018,0.77402
0.55591,0.68972,0.77153
0.55924,0.68926,0.76903
0.56255,0.6888,0.76654
0.5658,0.68834,0.76405
0.56903,0.68787,0.76155
0.57224,0.68741,0.75906
0.57542,0.68695,0.75657
0.57856,0.68648,0.75408
0.58168,0.68602,0.75159
0.58477,0.68556,0.74909
0.58783,0.68509,0.74661
0.59087,0.68462,0.74412
0.59389,0.68416,0.74163
0.59688,0.6837,0.73915
0.59984,0.68323,0.73665
0.60278,0.68277,0.73416
0.60569,0.6823,0.73167
0.60859,0.68183,0.72919
0.61145,0.68137,0.7267
0.61429,0.6809,0.72421
0.61712,0.68044,0.72172
0.61993,0.67997,0.71924
0.6227,0.6795,0.71676
0.62546,0.67904,0.71427
0.62821,0.67857,0.71179
0.63094,0.6781,0.70932
0.63364,0.67763,0.70684
0.63634,0.67716,0.70436
0.63901,0.67668,0.70189
0.64167,0.6762,0.69943
0.64433,0.67572,0.69698
0.64698,0.67523,0.69454
0.64962,0.67474,0.69212
0.65226,0.67424,0.6897
0.6549,0.67374,0.68731
0.65755,0.67322,0.68493
0.6602,0.6727,0.68258
0.66287,0.67216,0.68025
0.66554,0.67161,0.67796
0.66824,0.67105,0.67569
0.67094,0.67048,0.67346
0.67366,0.66989,0.67126
0.6764,0.66928,0.66909
0.67915,0.66866,0.66695
0.68192,0.66803,0.66484
0.6847,0.66739,0.66277
0.68749,0.66673,0.66071
0.69029,0.66606,0.65868
0.6931,0.66539,0.65668
0.6959,0.6647,0.65469
0.69871,0.66401,0.65272
0.70151,0.66331,0.65076
0.70431,0.6626,0.64882
0.70711,0.66189,0.64688
0.70989,0.66117,0.64494
0.71266,0.66045,0.64302
0.71543,0.65973,0.64109
0.71818,0.659,0.63918
0.72092,0.65828,0.63726
0.72365,0.65755,0.63534
0.72637,0.65681,0.63343
0.72908,0.65608,0.63152
0.73177,0.65534,0.6296
0.73445,0.6546,0.62769
0.73711,0.65386,0.62578
0.73977,0.65311,0.62388
0.74241,0.65237,0.62195
0.74503,0.65163,0.62005
0.74766,0.65088,0.61814
0.75026,0.65013,0.61623
0.75285,0.64938,0.61431
0.75543,0.64862,0.6124
0.758,0.64787,0.6105
0.76056,0.64711,0.60859
0.7631,0.64635,0.60668
0.76565,0.64559,0.60477
0.76816,0.64483,0.60285
0.77068,0.64406,0.60094
0.77318,0.6433,0.59904
0.77568,0.64253,0.59713
0.77816,0.64176,0.59522
0.78063,0.64098,0.59331
0.78309,0.64022,0.5914
0.78555,0.63944,0.58948
0.78799,0.63866,0.58758
0.79042,0.63788,0.58568
0.79285,0.6371,0.58376
0.79526,0.63632,0.58185
0.79766,0.63553,0.57995
0.80006,0.63474,0.57803
0.80244,0.63395,0.57614
0.80482,0.63316,0.57422
0.80719,0.63236,0.57232
0.80954,0.63157,0.5704
0.81189,0.63077,0.56849
0.81423,0.62997,0.56659
0.81656,0.62916,0.56468
0.81888,0.62836,0.56278
0.8212,0.62755,0.56086
0.8235,0.62674,0.55895
0.8258,0.62593,0.55705
0.82809,0.62512,0.55514
0.83038,0.62431,0.55322
0.83265,0.62349,0.55132
0.83491,0.62267,0.54942
0.83717,0.62184,0.5475
0.83942,0.62103,0.5456
0.84166,0.6202,0.54369
0.8439,0.61937,0.54177
0.84612,0.61854,0.53987
0.84834,0.6177,0.53797
0.85055,0.61687,0.53605
0.85276,0.61603,0.53414
0.85496,0.61519,0.53224
0.85715,0.61435,0.53033
0.85933,0.6135,0.52842
0.86151,0.61266,0.52651
0.86368,0.61181,0.5246
0.86584,0.61096,0.52269
0.868,0.6101,0.52078
0.87014,0.60925,0.51887
0.87229,0.6084,0.51696
0.87442,0.60754,0.51504
0.87655,0.60667,0.51313
0.87867,0.6058,0.51122
0.88079,0.60493,0.50931
0.8829,0.60407,0.5074
0.885,0.60319,0.50548
0.8871,0.60231,0.50357
0.88919,0.60143,0.50167
0.89128,0.60055,0.49974
0.89335,0.59967,0.49785
0.89543,0.59878,0.49592
0.8975,0.59789,0.49401
0.89956,0.59701,0.4921
0.90161,0.59611,0.49019
0.90366,0.59521,0.48828
0.9057,0.59432,0.48635
0.90774,0.59342,0.48443
0.90977,0.59252,0.48253
0.9118,0.59161,0.48061
0.91382,0.59069,0.47869
0.91583,0.58978,0.47678
0.91785,0.58886,0.47487
0.91985,0.58795,0.47294
0.92185,0.58703,0.47103
0.92384,0.58611,0.46911
0.92583,0.58519,0.46719
0.92781,0.58425,0.46526
0.92979,0.58332,0.46334
0.93176,0.58238,0.46143
0.93373,0.58145,0.45951
0.93569,0.58051,0.45758
0.93765,0.57957,0.45566
0.9396,0.57862,0.45373
0.94155,0.57767,0.45182
0.94349,0.57673,0.44989
0.94543,0.57577,0.44796
0.94737,0.5748,0.44603
0.94929,0.57384,0.44412
0.95122,0.57289,0.44219
0.95314,0.57192,0.44026
0.95505,0.57094,0.43833
0.95696,0.56997,0.4364
0.95887,0.56899,0.43447
0.96077,0.56802,0.43255
0.96266,0.56704,0.43061
0.96455,0.56605,0.42867
0.96644,0.56505,0.42674
