0,0.18521,0.85642
0,0.18681,0.85271
0,0.18846,0.849
0,0.19007,0.84528
0,0.19169,0.84158
0,0.19333,0.83787
0,0.19497,0.83417
0,0.19662,0.83046
0,0.19822,0.82676
0,0.19985,0.82306
0,0.20149,0.81936
0,0.20314,0.81567
0,0.20479,0.81198
0,0.20645,0.80829
0,0.20806,0.8046
0,0.2097,0.80091
0,0.21135,0.79722
0,0.21297,0.79355
0.02414,0.21463,0.78986
0.05175,0.2163,0.78619
0.072802,0.21792,0.78251
0.089678,0.21957,0.77883
0.10402,0.22122,0.77516
0.11665,0.22287,0.77149
0.12797,0.22448,0.76781
0.13829,0.22616,0.76415
0.14778,0.22781,0.76049
0.15661,0.22943,0.75682
0.16484,0.2311,0.75315
0.1726,0.23273,0.74949
0.17993,0.2344,0.74584
0.18688,0.23604,0.74219
0.1935,0.2377,0.73853
0.19978,0.23933,0.73488
0.20583,0.24097,0.73122
0.21161,0.24262,0.72758
0.21715,0.24426,0.72393
0.22247,0.24591,0.72028
0.22761,0.24758,0.71664
0.23255,0.24922,0.713
0.23735,0.25087,0.70936
0.24194,0.25252,0.70572
0.2464,0.25417,0.70208
0.25072,0.2558,0.69844
0.25493,0.25746,0.69481
0.25899,0.25912,0.69118
0.26292,0.26075,0.68755
0.26674,0.2624,0.68392
0.27048,0.26405,0.68029
0.27408,0.26569,0.67667
0.27759,0.26732,0.67304
0.28099,0.269,0.66942
0.28433,0.27064,0.6658
0.28757,0.27226,0.66218
0.29073,0.27392,0.65856
0.2938,0.27558,0.65494
0.29681,0.27721,0.65133
0.29973,0.27886,0.64771
0.30256,0.28048,0.64409
0.30536,0.28215,0.64049
0.30806,0.28377,0.63688
0.31072,0.28541,0.63326
0.31329,0.28705,0.62965
0.31582,0.2887,0.62605
0.31827,0.29033,0.62244
0.32068,0.29199,0.61884
0.32302,0.29361,0.61523
0.32529,0.29526,0.61163
0.32753,0.29691,0.60803
0.32973,0.29853,0.60443
0.33185,0.30017,0.60082
0.33394,0.3018,0.59723
0.33596,0.30344,0.59363
0.33794,0.30509,0.59003
0.33989,0.30673,0.58643
0.34178,0.30836,0.58283
0.34362,0.31001,0.57925
0.34542,0.31162,0.57565
0.3472,0.31327,0.57206
0.34891,0.31489,0.56846
0.3506,0.31653,0.56486
0.35222,0.31816,0.56127
0.35382,0.3198,0.55769
0.35539,0.32142,0.55409
0.35691,0.32306,0.5505
0.35839,0.32468,0.54691
0.35984,0.3263,0.54332
0.36125,0.32794,0.53972
0.36262,0.32958,0.53614
0.36396,0.33119,0.53255
0.36527,0.33284,0.52896
0.36655,0.33446,0.52536
0.36778,0.33607,0.52177
0.369,0.3377,0.51818
0.37016,0.33934,0.51459
0.3713,0.34095,0.51099
0.37242,0.34258,0.5074
0.3735,0.34419,0.50381
0.37456,0.34581,0.50021
0.37557,0.34745,0.49661
0.37657,0.34906,0.49302
0.37753,0.35069,0.48942
0.37846,0.3523,0.48583
0.37936,0.35391,0.48223
0.38024,0.35555,0.47863
0.38109,0.35716,0.47504
0.3819,0.35876,0.47143
0.38269,0.36038,0.46782
0.38346,0.36201,0.46422
0.38419,0.36361,0.4606
0.3849,0.36523,0.45699
0.38558,0.36685,0.45338
0.38624,0.36846,0.44977
0.38687,0.37007,0.44615
0.38748,0.37168,0.44254
0.38807,0.37329,0.43891
0.38863,0.3749,0.4353
0.38916,0.37652,0.43167
0.38966,0.37812,0.42804
0.39014,0.37973,0.4244
0.39061,0.38135,0.42076
0.39105,0.38295,0.41713
0.39146,0.38455,0.41348
0.39184,0.38615,0.40984
0.3922,0.38776,0.40618
0.39254,0.38937,0.40252
0.39286,0.39098,0.39886
0.39315,0.39258,0.3952
0.39671,0.39313,0.39217
0.40348,0.39264,0.3898
0.41015,0.39213,0.38742
0.41673,0.39161,0.38505
0.42322,0.39108,0.38268
0.42965,0.39052,0.3803
0.436,0.38996,0.37792
0.44228,0.38939,0.37554
0.44849,0.38881,0.37316
0.45465,0.3882,0.37078
0.46072,0.38758,0.36841
0.46676,0.38695,0.36603
0.47273,0.38631,0.36363
0.47865,0.38566,0.36125
0.48451,0.38499,0.35886
0.49034,0.38431,0.35649
0.49611,0.38362,0.35409
0.50185,0.3829,0.3517
0.50753,0.38217,0.34931
0.51318,0.38144,0.34692
0.51879,0.38068,0.34452
0.52435,0.3799,0.34213
0.52988,0.37911,0.33974
0.53536,0.37831,0.33733
0.54083,0.37749,0.33494
0.54626,0.37666,0.33253
0.55165,0.3758,0.33012
0.55702,0.37493,0.3277
0.56235,0.37406,0.32529
0.56765,0.37315,0.3229
0.57293,0.37222,0.32049
0.57817,0.37129,0.31806
0.5834,0.37034,0.31565
0.58859,0.36937,0.31322
0.59377,0.36839,0.3108
0.59892,0.36737,0.30837
0.60406,0.36636,0.30595
0.60916,0.3653,0.3035
0.61424,0.36424,0.30106
0.61931,0.36315,0.29863
0.62435,0.36206,0.29619
0.62937,0.36092,0.29374
0.63439,0.35979,0.29131
0.63937,0.35862,0.28885
0.64433,0.35745,0.28638
0.64929,0.35624,0.28393
0.65423,0.35502,0.28147
0.65914,0.35376,0.27902
0.66405,0.35249,0.27655
0.66894,0.3512,0.27407
0.67381,0.34989,0.27157
0.67867,0.34855,0.26912
0.68351,0.34719,0.26661
0.68835,0.34579,0.26413
0.69317,0.34437,0.26162
0.69797,0.34296,0.25913
0.70277,0.34149,0.25661
0.70754,0.34,0.25411
0.71231,0.33848,0.25159
0.71708,0.33694,0.24906
0.72181,0.33539,0.24652
0.72655,0.33378,0.24397
0.73128,0.33216,0.24145
0.73599,0.3305,0.23889
0.7407,0.32882,0.23635
0.74539,0.3271,0.23376
0.75008,0.32535,0.23121
0.75476,0.32358,0.22863
0.75942,0.32177,0.22604
0.76408,0.31994,0.22344
0.76873,0.31806,0.22085
0.77338,0.31616,0.21822
0.77801,0.31421,0.21559
0.78264,0.31221,0.21294
0.78726,0.31022,0.21031
0.79187,0.30815,0.20766
0.79647,0.30608,0.20499
0.80107,0.30392,0.2023
0.80566,0.30174,0.19961
0.81025,0.29954,0.19694
0.81483,0.29728,0.19424
0.8194,0.29497,0.19148
0.82396,0.29262,0.18875
0.82853,0.29022,0.18601
0.83308,0.28777,0.18321
0.83763,0.28527,0.18042
0.84217,0.28275,0.17766
0.84671,0.28013,0.17482
0.85124,0.27749,0.17196
0.85577,0.27477,0.16914
0.8603,0.27198,0.16623
0.86481,0.26918,0.16336
0.86933,0.26628,0.1604
0.87384,0.26332,0.15746
0.87834,0.26029,0.1545
0.88284,0.25719,0.1515
0.88734,0.25402,0.14848
0.89184,0.25076,0.14548
0.89633,0.24744,0.14237
0.90081,0.244,0.13923
0.9053,0.24049,0.13608
0.90977,0.23693,0.13293
0.91425,0.23321,0.12973
0.91872,0.22942,0.12645
0.92319,0.22553,0.12311
0.92765,0.22151,0.11977
0.93211,0.21737,0.11641
0.93658,0.21309,0.11296
0.94103,0.20869,0.10945
0.94549,0.20417,0.10585
0.94994,0.19942,0.10218
0.95439,0.19459,0.09848
0.95884,0.18951,0.094707
0.96328,0.18426,0.090791
0.96773,0.1788,0.086809
0.97217,0.17309,0.08269
0.9766,0.16715,0.078421
0.98104,0.1609,0.074136
0.98547,0.15432,0.069657
0.98991,0.14741,0.064918
0.99433,0.14004,0.060085
0.99877,0.13226,0.054884
1,0.12386,0.049555
1,0.11481,0.043725
1,0.10496,0.037697
1,0.094143,0.031349
1,0.081957,0.025286
1,0.067827,0.019309
